Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10D,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ
EVG,5.2,5.19,5.22,5.19,5.22,17660.0,158563.0,113822.0,19.3,4.8,881.0,5.9,156.0,30.0,11.7,0.82,8.0,429.0,4.020833333333334,189.19924572567368
FIT,6.77,6.85,6.89,6.77,6.96,1287520.0,2121139.0,2115322.0,13.3,4.0,416.0,16.3,1725.0,254.73,15.7,0.61,3.0,440.0,3.325,120.09113971314468
HAI,4.92,4.86,4.92,4.9,5.0,1300990.0,4383933.0,3458957.0,22.5,3.4,239.0,20.6,899.0,182.68,17.4,0.59,2.0,536.0,6.617647058823531,41.67034487069032
HAR,10.0,9.65,10.0,9.6,10.0,553120.0,1449946.0,1527976.0,15.7,2.7,273.0,36.6,1011.0,101.13,10.7,-0.61,3.0,180.0,5.814814814814813,69.74742507652009
HCM,79.8,82.6,82.6,78.0,83.2,299780.0,433412.0,487333.0,83.0,28.7,3425.0,23.3,10355.0,129.52,20.2,1.32,17.0,2302.0,2.8919860627177703,298.8380570911742
HID,3.8,3.61,3.61,3.6,3.84,93960.0,254393.0,241565.0,13.1,2.8,930.0,4.1,120.0,31.61,11.8,0.7,8.0,657.0,4.678571428571429,124.25656366330836
HII,27.2,25.45,26.0,25.9,27.2,176400.0,143695.0,101600.0,39.7,13.5,4071.0,6.7,370.0,13.6,22.5,-0.01,20.0,0.0,2.9407407407407415,94.6449076168273
HKB,2.5,2.4,2.5,2.4,2.5,109100.0,546529.0,155577.0,7.8,2.1,-1277.0,-2.0,129.0,51.6,10.2,2.35,-12.0,1138.0,3.714285714285714,94.41402011604143
HPG,60.6,58.8,59.0,59.0,61.1,5281840.0,4869844.0,6552140.0,63.9,25.0,4984.0,12.2,91935.0,1516.97,19.9,1.05,25.0,4352.0,2.556,311.50279146518864
HPI,12.7,11.1,12.7,9.7,12.7,116900.0,10344.0,74111.0,38.2,9.4,1521.0,8.3,762.0,60.0,0.0,0.0,9.0,0.0,4.0638297872340425,5800.46403712297
HTT,3.05,3.03,3.1,3.0,3.1,64350.0,864221.0,137163.0,17.3,2.8,260.0,11.7,61.0,20.0,11.3,0.63,3.0,0.0,6.178571428571429,23.14222866604723
HVA,3.8,3.6,3.9,3.6,3.9,47000.0,171611.0,108322.0,8.6,2.3,913.0,4.2,21.0,5.65,11.6,1.71,8.0,274.0,3.739130434782609,32.92329745762218
HVN,53.0,48.0,49.9,49.9,53.0,1390000.0,1200444.0,2032934.0,67.3,24.0,2017.0,26.3,65059.0,1227.53,14.2,0.0,15.0,1672.0,2.8041666666666667,1022.5633182389183
IDI,12.9,12.3,12.3,12.3,13.0,4204430.0,3004060.0,3168271.0,13.4,3.7,1922.0,6.7,2343.0,181.61,12.3,1.38,16.0,578.0,3.6216216216216215,60.45485110150929
KDM,2.6,2.5,2.4,2.4,2.6,22400.0,76459.0,89130.0,6.3,2.4,205.0,12.7,18.0,7.1,10.6,1.42,2.0,245.0,2.625,92.86022574190088
KHB,0.8,0.8,0.0,0.0,0.0,0.0,126956.0,86810.0,2.6,0.8,19.0,42.1,23.0,29.08,10.2,0.1,0.0,57.0,3.25,229.05573584548978
KLF,2.4,2.5,2.5,2.4,2.5,971800.0,3566031.0,1970764.0,6.2,2.1,28.0,85.7,397.0,165.35,10.3,1.7,0.0,92.0,2.952380952380953,46.36807700213487
KSA,0.85,0.86,0.8,0.8,0.91,3036790.0,1443832.0,1575804.0,2.7,0.9,130.0,6.5,79.0,93.43,10.7,0.62,1.0,70.0,3.0,64.70974462402829
LDG,23.2,22.8,23.3,22.65,23.3,717200.0,1362620.0,1242839.0,25.0,6.9,1769.0,13.1,3711.0,159.96,12.5,0.86,14.0,993.0,3.623188405797101,117.39149579486578
MBB,31.5,30.9,31.2,31.2,31.9,5007700.0,5790575.0,5729718.0,33.1,12.7,2123.0,14.8,57188.0,1815.51,15.9,1.48,14.0,1556.0,2.606299212598425,313.52844924726816
MBS,15.3,15.3,15.1,14.8,15.3,186800.0,242138.0,224333.0,16.2,4.6,159.0,96.2,1869.0,122.12,10.5,1.53,2.0,-42.0,3.5217391304347827,504.3405000454286
MSR,29.1,27.6,27.6,27.6,29.1,125800.0,244781.0,277859.0,35.7,13.1,293.0,99.3,20473.0,703.54,17.1,0.0,3.0,156.0,2.725190839694657,2874.160984716951
MST,2.6,2.6,2.6,2.6,2.8,196400.0,589093.0,209915.0,16.1,2.5,457.0,5.7,47.0,18.0,11.4,0.04,4.0,449.0,6.44,30.55544710257973
NHP,1.7,1.7,1.7,1.6,1.8,102100.0,149988.0,131522.0,4.7,1.5,31.0,54.8,47.0,27.58,10.1,0.83,0.0,224.0,3.1333333333333333,183.88137717684083
NS3,48.6,48.6,0.0,0.0,0.0,0.0,44024.0,396010.0,51.2,12.0,939.0,51.8,267.0,5.5,11.6,0.0,25.0,0.0,4.266666666666667,124.93185535162638
NTB,0.7,0.7,0.0,0.0,0.0,0.0,79755.0,81866.0,1.4,0.4,-8259.0,-0.1,28.0,39.78,-21.5,0.91,38.0,-10815.0,3.5,498.7775061124695
NVB,8.1,8.3,8.3,7.9,8.3,171800.0,261617.0,348506.0,10.5,4.1,43.0,188.4,2438.0,301.02,10.6,1.39,0.0,53.0,2.5609756097560976,1150.6133011233976
NVT,3.74,3.5,3.5,3.4,3.74,56200.0,446334.0,982234.0,5.0,1.9,-5298.0,-0.7,338.0,90.5,4.3,1.82,-118.0,106.0,2.631578947368421,202.7629533040279
OCH,4.5,4.5,4.9,4.5,4.9,1100.0,22128.0,180869.0,12.5,4.3,-29.0,-155.2,900.0,200.0,6.1,2.07,0.0,-771.0,2.906976744186047,9038.32248734635
OGC,2.11,1.98,2.0,1.94,2.11,2591610.0,3037323.0,2683061.0,3.1,1.1,-1552.0,-1.4,633.0,300.0,2.6,0.1,-59.0,-2424.0,2.8181818181818183,98.77118765439172
PDR,37.0,36.9,36.7,36.6,37.0,1140610.0,1420217.0,1505032.0,39.5,12.1,2019.0,18.3,8214.0,221.99,12.8,0.41,16.0,1091.0,3.2644628099173554,156.30709954887175
PIV,6.3,6.3,6.0,6.0,6.4,813500.0,695425.0,514518.0,48.2,5.7,309.0,20.4,109.0,17.32,10.6,0.24,3.0,877.0,8.456140350877194,24.90563324585685
PND,8.5,10.0,8.5,8.5,8.5,100.0,6530.0,55600.0,14.9,5.2,535.0,15.9,57.0,6.67,11.2,0.0,3.0,0.0,2.8653846153846154,1021.4395099540583
PPI,1.52,1.57,1.5,1.48,1.54,475760.0,284189.0,331993.0,3.9,1.5,-1027.0,-1.5,73.0,48.29,9.5,1.02,-11.0,57.0,2.6,169.92212928719968
PVO,9.2,9.2,9.2,9.0,9.4,47700.0,53487.0,99391.0,18.7,3.1,0.0,0.0,82.0,8.9,0.0,0.0,16.0,0.0,6.03225806451613,166.39557275599682
QBS,5.77,5.4,5.7,5.11,5.77,45180.0,318606.0,121957.0,12.5,4.7,770.0,7.5,400.0,69.33,12.9,0.59,6.0,633.0,2.6595744680851063,217.60418824504242
QCG,13.1,12.5,12.6,12.5,13.1,845720.0,851595.0,1441986.0,28.2,4.1,1541.0,8.5,3604.0,275.13,15.0,0.88,10.0,253.0,6.8780487804878065,323.07611012276965
ROS,149.2,150.0,145.0,143.3,152.1,677990.0,1462841.0,1063105.0,214.1,76.6,1791.0,83.3,70572.0,473.0,12.0,0.6,15.0,886.0,2.795039164490862,323.3434118950727
SBS,3.0,2.9,3.0,2.7,3.0,827900.0,832463.0,1098690.0,3.9,1.1,-1.0,-3000.0,380.0,126.66,1.6,1.71,0.0,5.0,3.545454545454545,152.1509064066511
SDI,102.5,99.5,100.0,100.0,105.0,26600.0,76490.0,80288.0,128.5,38.0,8102.0,12.7,12300.0,287.99,26.7,0.0,29.0,2512.0,3.381578947368421,3765.0673290626232
SHB,13.0,13.2,13.3,12.9,13.5,16181200.0,14953921.0,24241054.0,13.6,4.7,1141.0,11.4,14556.0,1203.13,14.1,1.62,10.0,839.0,2.8936170212765955,80.45582158686007
SHS,22.2,22.0,22.0,21.9,22.4,1123800.0,1930828.0,2661210.0,24.0,5.0,2917.0,7.6,2220.0,100.0,13.7,2.48,21.0,1211.0,4.8,51.791252250329904
SPI,3.0,3.0,3.2,3.0,3.2,220500.0,425409.0,520254.0,6.8,2.1,-518.0,-5.8,50.0,16.82,10.3,-0.28,1.0,216.0,3.2380952380952377,39.53842067281135
TSC,2.4,2.31,2.33,2.33,2.41,197990.0,747445.0,557918.0,7.5,2.2,-180.0,-13.3,354.0,147.65,12.6,1.08,-2.0,71.0,3.4090909090909087,197.53961829967426
TVB,23.9,22.2,22.2,22.2,24.3,101100.0,109060.0,91360.0,23.9,8.9,1115.0,21.4,359.0,15.02,16.3,0.0,11.0,678.0,2.685393258426966,137.72235466715568
VHG,0.87,0.82,0.83,0.83,0.87,1807660.0,1309547.0,2340091.0,2.8,0.8,-7666.0,-0.1,131.0,150.0,3.6,1.67,-217.0,-159.0,3.5,114.54342608550895
VIG,2.7,2.6,2.6,2.6,2.7,76600.0,282899.0,186680.0,3.5,1.3,-43.0,-62.8,92.0,34.13,6.4,0.96,-1.0,-632.0,2.692307692307692,120.64376332189228
VJC,199.0,196.9,197.0,195.0,199.9,1883320.0,1118041.0,1071032.0,199.5,74.9,10009.0,19.9,89817.0,451.34,22.2,0.88,45.0,4326.0,2.663551401869159,403.68823683567945
VKC,7.3,7.2,7.3,7.1,7.3,62800.0,84401.0,139183.0,14.5,5.7,742.0,9.8,146.0,20.0,12.4,0.55,6.0,2118.0,2.543859649122807,236.9640170140164
VND,29.6,29.5,29.7,29.5,30.15,1012090.0,1092078.0,1772414.0,31.7,12.5,2886.0,10.3,4588.0,155.0,15.3,1.6,19.0,1336.0,2.536,141.93125399467803
VOS,2.63,2.6,2.54,2.5,2.65,198840.0,713779.0,254461.0,3.5,1.0,-2559.0,-1.0,368.0,138.11,2.9,-0.31,-89.0,-1887.0,3.5,193.49126270176063
