0,3,84
2,0,11
0,0,5
0,3,84
2,4,272
1,3,86
0,3,90
0,3,86
0,3,87
0,4,260
0,3,88
4,3,150
4,2,82
2,3,96
1,4,261
2,3,91
1,2,22
3,3,116
2,1,14
4,1,66
2,3,94
3,0,27
1,1,6
4,2,82
4,2,86
1,0,7
4,3,145
4,3,146
1,1,3
2,4,273
3,2,45
1,0,10
0,3,83
4,4,324
1,1,11
2,1,11
4,0,67
3,3,112
0,0,8
3,2,47
4,2,87
0,1,6
1,2,25
4,1,71
3,1,32
2,3,94
1,3,91
4,3,152
0,3,85
1,1,3
3,1,28
3,0,27
3,2,48
0,1,10
0,4,264
1,3,86
1,1,2
2,2,31
1,0,4
3,1,31
1,4,258
4,4,329
0,3,85
2,4,264
0,0,2
0,2,25
4,4,321
1,0,2
1,3,86
4,1,70
4,0,66
3,1,36
3,3,116
2,2,30
2,1,16
3,2,51
3,3,111
3,3,109
1,2,26
2,0,15
0,3,90
2,4,272
1,3,88
1,3,86
1,1,2
1,1,10
1,0,7
2,1,10
1,4,263
1,1,10
3,0,34
0,3,90
1,3,85
1,2,19
2,2,29
4,1,68
1,3,88
0,4,259
2,2,26
4,4,329
3,1,35
2,4,271
1,0,9
1,3,89
0,3,81
0,4,265
2,1,11
4,2,85
3,4,289
1,3,90
3,0,35
4,1,73
3,3,113
3,2,48
1,3,90
4,1,71
0,0,3
2,1,16
2,2,33
4,0,66
0,2,20
1,0,2
3,1,34
1,4,266
0,2,24
2,3,98
4,2,88
0,4,261
4,1,70
3,2,44
3,0,32
2,4,271
1,0,8
3,3,111
4,3,145
1,3,87
3,1,31
1,4,264
1,0,5
4,0,73
3,1,35
2,1,10
4,4,323
2,1,15
1,4,259
0,1,1
2,1,11
4,4,325
3,2,44
3,2,46
4,4,322
4,1,67
2,4,266
4,2,85
3,0,28
1,3,86
4,1,66
4,2,87
2,3,98
2,0,8
3,4,291
0,3,82
3,2,47
3,4,291
2,3,92
2,3,90
4,2,87
0,0,3
2,3,92
2,1,15
2,4,271
1,1,10
2,2,31
3,4,292
2,4,266
3,4,288
3,0,33
2,3,94
4,4,325
2,2,32
1,4,266
0,0,1
2,2,30
3,0,30
2,3,96
1,1,6
4,3,146
2,4,269
3,1,34
0,2,21
1,2,20
0,0,9
4,0,70
0,0,9
3,4,287
0,2,18
2,1,17
0,2,20
4,4,329
1,2,19
2,4,266
3,1,34
4,0,68
3,3,115
2,1,13
2,1,15
0,4,259
2,1,14
2,3,90
1,3,84
3,4,290
2,3,98
0,1,7
3,0,32
1,4,261
4,4,322
0,0,8
4,3,151
3,0,27
1,3,89
0,0,6
2,2,33
1,0,3
0,1,3
3,3,113
1,1,10
4,4,324
4,2,84
0,3,81
2,2,30
0,2,22
3,0,35
3,4,283
0,1,6
0,2,22
4,1,69
3,0,34
0,4,263
4,1,66
0,4,265
3,2,45
4,1,74
3,0,29
3,1,37
1,0,6
4,1,65
0,3,86
2,4,273
1,1,2
1,2,20
4,0,69
4,1,67
2,4,265
4,1,68
2,0,11
2,2,33
2,2,27
2,3,96
4,3,154
4,0,65
0,4,261
0,4,264
1,1,3
2,0,9
1,4,257
3,3,116
2,1,15
4,0,70
3,1,35
3,2,43
4,3,145
1,3,85
3,3,112
4,0,73
1,4,263
2,1,9
3,0,29
3,3,116
3,1,37
4,0,67
2,3,97
3,2,48
4,4,327
2,0,9
2,2,30
1,3,82
2,0,11
2,3,90
3,0,28
3,3,113
3,2,44
1,0,5
2,2,24
4,2,87
3,0,29
3,0,31
3,0,32
4,3,149
2,3,94
2,3,98
0,2,20
1,4,265
4,1,71
3,2,43
1,0,5
3,2,46
3,2,52
3,3,109
0,4,263
3,1,34
3,1,29
3,4,291
2,0,11
4,0,67
3,2,52
1,3,89
4,3,153
4,1,74
0,4,256
2,0,16
4,1,74
1,4,261
4,2,87
0,4,257
0,3,88
3,3,117
2,2,24
0,2,16
0,4,258
3,1,28
3,1,33
3,3,117
2,1,16
2,1,10
3,1,36
1,3,85
1,4,263
3,4,286
3,1,34
3,2,50
3,4,288
3,4,286
2,4,272
3,3,111
2,4,268
3,0,31
2,2,32
2,3,94
4,4,321
2,3,98
1,0,9
0,3,82
2,4,268
4,4,326
2,2,26
0,2,25
1,0,9
2,1,17
3,1,28
0,4,259
3,3,112
3,0,32
1,3,83
4,4,326
4,4,326
1,0,1
3,2,44
2,0,16
3,0,33
2,0,9
2,3,98
0,2,18
4,0,70
0,4,256
1,1,11
3,1,34
3,0,29
4,1,67
1,3,83
0,4,261
4,0,73
4,1,73
2,4,264
0,2,19
3,4,287
3,3,117
0,0,5
4,0,67
1,1,7
2,3,93
0,1,5
1,2,25
0,2,21
3,0,31
0,3,81
3,0,33
1,0,8
2,2,29
2,1,17
0,0,5
1,0,2
0,2,19
0,3,90
1,3,87
2,0,14
2,3,94
2,0,11
2,4,268
1,4,262
0,4,256
4,3,147
0,0,1
0,0,1
3,3,113
3,4,291
2,3,96
2,4,270
4,4,322
1,2,17
3,0,30
1,4,266
1,1,2
2,4,267
3,4,285
3,1,36
2,3,93
2,4,272
4,0,68
2,0,12
4,1,66
2,0,8
1,4,259
3,1,31
1,3,90
0,3,84
3,0,32
0,3,83
4,0,66
4,4,327
3,1,33
4,0,73
1,1,5
4,4,323
4,3,146
3,3,109
0,3,84
3,2,49
1,1,10
0,4,256
0,4,260
3,1,33
2,4,268
4,1,74
4,2,83
0,1,9
1,2,18
2,3,97
1,1,4
3,4,292
3,4,283
1,1,2
1,1,7
3,4,287
1,4,263
1,2,21
4,2,87
4,0,70
3,4,284
3,1,30
1,2,25
2,4,269
1,2,20
2,3,92
0,2,18
4,4,327
2,3,90
4,4,320
0,4,260
4,1,65
0,1,6
4,1,74
1,0,2
1,1,7
0,2,23
1,1,9
4,4,329
4,3,147
4,2,88
3,2,48
4,0,68
0,4,259
0,2,20
2,4,269
3,3,116
0,1,5
4,2,86
0,0,2
3,3,108
0,0,5
1,4,265
4,2,88
4,2,88
3,3,110
3,2,45
2,0,13
4,4,326
0,4,259
4,3,145
4,1,69
0,0,2
3,3,111
1,1,7
2,3,97
1,3,83
0,2,22
1,2,21
1,4,257
1,0,6
2,0,11
2,3,98
4,0,72
4,1,67
4,0,71
1,2,26
1,1,2
4,3,147
2,2,31
3,4,287
1,1,7
0,2,17
1,4,257
1,1,5
0,4,257
3,4,283
0,3,82
4,1,66
1,1,7
1,2,22
3,3,113
4,0,64
0,2,17
0,2,19
4,0,68
4,3,145
3,4,292
2,2,29
4,1,70
2,1,18
4,3,151
2,2,26
1,1,2
3,2,52
3,1,35
0,0,0
4,4,328
1,4,266
3,3,114
2,4,266
2,2,29
1,2,21
1,1,11
3,1,31
0,0,2
0,4,261
4,1,67
0,3,81
4,2,84
4,4,322
2,0,14
0,4,264
3,2,51
1,4,260
1,0,2
3,4,288
4,1,71
1,4,261
3,1,30
4,4,320
3,4,286
4,3,150
3,2,50
4,3,148
0,1,7
4,0,71
3,4,285
1,4,257
0,0,4
3,4,289
0,1,7
2,0,14
1,4,259
4,1,73
1,2,26
4,2,80
2,4,272
0,4,261
0,1,10
2,3,96
0,4,261
4,4,320
2,4,266
0,4,256
2,1,18
1,4,260
3,3,110
4,0,68
1,0,4
3,0,34
1,3,87
1,2,18
3,0,31
0,3,86
3,3,117
0,1,2
0,4,257
3,1,35
0,4,264
1,1,7
2,1,9
2,2,30
4,4,324
2,1,18
3,1,34
0,3,82
2,2,31
4,0,65
4,4,325
0,3,83
1,2,22
2,4,268
2,3,94
4,4,325
3,3,109
1,0,7
1,3,91
0,3,81
4,0,67
2,1,11
3,1,36
0,3,85
1,3,90
2,1,10
0,1,2
3,4,287
4,0,68
2,3,98
3,4,286
1,0,9
1,2,19
4,4,327
2,3,95
4,1,70
3,0,30
4,1,70
4,2,86
1,0,8
1,3,83
0,1,2
2,3,92
3,1,32
3,4,285
1,2,22
3,3,114
3,2,50
2,3,90
